original_title,budget,revenue,popularity,release_date,runtime,vote_average,vote_count,Genre1,Genre2,Genre3,Genre4,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,keyword26,id,cast1,Actor1,Cast2,Actor2,cast3,Actor3,cast4,Actor4,original_language,tagline,homepage,title,overview,,status,production_companies1,production_companies2,production_companies3,production_companies4,production_companies5,production_companies6,production_companies7,production_companies8,production_companies9,production_companies10,production_companies11,production_countries Code 1,production_countries 1,production_countries Code 2,production_countries 2,production_countries Code 3,production_countries 3,production_countries code 4,production_countries 4,Spoken Language Code 1,Spoken Language 1,Spoken Language Code 2,Spoken Language 2,Spoken Language Code 3,Spoken Language 3,Spoken Language Code 4,Spoken Language 4,Spoken Language Code 5,Spoken Language 5,Spoken Language Code 6,Spoken Language 6,ProfitFactor
Captain America: Civil War,250000000,1153304495,198.372395,27/4/16,147,7.1,7241,Adventure,Action,ScienceFiction,,civilwar,war,marvelcomic,sequel,superhero,basedoncomicbook,imax,aftercreditsstinger,duringcreditsstinger,marvelcinematicuniverse,3d,,,,,,,,,,,,,,,,271110,SteveRogers/CaptainAmerica,ChrisEvans,TonyStark/IronMan,NatashaRomanoff/BlackWidow,ScarlettJohansson,BuckyBarnes/WinterSoldier,SamWilson/Falcon,AnthonyMackie,en,DividedWeFall,http://marvel.com/captainamericapremiere,CaptainAmerica:CivilWar,"FollowingtheeventsofAgeofUltron,thecollectivegovernmentsoftheworldpassanactdesignedtoregulateallsuperhumanactivity.ThispolarizesopinionamongsttheAvengers,causingtwofactionstosidewithIronManorCaptainAmerica,whichcausesanepicbattlebetweenformerallies.",,Released,StudioBabelsberg,MarvelStudios,WaltDisneyStudiosMotionPictures,Vita-RayDutchProductions(III),DeluxeDigitalStudios,,,,,,,US, United States of America,,,,,,,ro,"Romanian, Moldavian, Moldovan",en,English,de,German,ru,Russian,,,,,1
Battleship,209000000,303025485,64.928382,11/4/12,131,5.5,2114,Thriller,Action,Adventure,ScienceFiction,fight,u.s.navy,mindreading,hongkong,soccer,scientist,fictionalwar,naval,armada,battleship,navalcombat,jdsmyoko,lostcommunication,taser,buoy,communicationsexpert,jointchiefsofstaff,crashlanding,jetfighterpilot,navylieutenant,permissiontomarry,ussjohnpauljones,basedonboardgame,aftercreditsstinger,mightymo,ussmissouri,44833,LieutenantAlexHopper,TaylorKitsch,CommanderStoneHopper,PettyOfficerCora'Weps'Raikes,Rihanna,Sam,CaptainYugiNagata,TadanobuAsano,en,TheBattleforEarthBeginsatSea,,Battleship,"Whenmankindbeamsaradiosignalintospace,areplycomesfromäóÖPlanetGäó»,intheformofseveralaliencraftsthatsplashdowninthewatersoffHawaii.LieutenantAlexHopperisaweaponsofficerassignedtotheUSSJohnPaulJones,partofaninternationalnavalcoalitionwhichbecomestheworld'slasthopeforsurvivalastheyengagethehostilealienforceofunimaginablestrength.Whiletakingontheinvaders,Hoppermustalsotrytoliveuptothepotentialhisbrother,andhisfiancí©e'sfather,AdmiralShane,expectofhim.",,Released,UniversalPictures,Hasbro,BluegrassFilms,Film,,,,,,,,US, United States of America,,,,,,,en,English,th,Thai,,,,,,,,,1
Jurassic World,150000000,1513528810,418.708552,9/6/15,124,6.5,8662,Action,Adventure,ScienceFiction,Thriller,monster,dna,tyrannosaurusrex,velociraptor,island,sequel,suspense,disaster,escape,dinosaur,amusementpark,animalattack,themepark,jurassicpark,3d,animalhorror,,,,,,,,,,,135397,OwenGrady,ChrisPratt,ClaireDearing,SimonMasrani,IrrfanKhan,VicHoskins,ZachMitchell,NickRobinson,en,Theparkisopen.,http://www.jurassicworld.com/,JurassicWorld,"Twenty-twoyearsaftertheeventsofJurassicPark,IslaNublarnowfeaturesafullyfunctioningdinosaurthemepark,JurassicWorld,asoriginallyenvisionedbyJohnHammond.",,Released,UniversalStudios,AmblinEntertainment,LegendaryPictures,FujiTelevisionNetwork,Dentsu,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Skyfall,200000000,1108561013,93.004993,25/10/12,143,6.9,7604,Action,Adventure,Thriller,,spy,secretagent,sociopath,killer,artgallery,britishsecretservice,istanbulturkey,imax,uzi,boobytrap,impersonatingapoliceofficer,macao,,,,,,,,,,,,,,,37724,JamesBond,DanielCraig,M,Silva,JavierBardem,GarethMallory/M,Eve,NaomieHarris,en,Thinkonyoursins.,http://www.skyfall-movie.com,Skyfall,"WhenBond'slatestassignmentgoesgravelywrongandagentsaroundtheworldareexposed,MI6isattackedforcingMtorelocatetheagency.TheseeventscauseherauthorityandpositiontobechallengedbyGarethMallory,thenewChairmanoftheIntelligenceandSecurityCommittee.WithMI6nowcompromisedfrombothinsideandout,Misleftwithoneallyshecantrust:Bond.007takestotheshadows-aidedonlybyfieldagent,Eve-followingatrailtothemysteriousSilva,whoselethalandhiddenmotiveshaveyettorevealthemselves.",,Released,ColumbiaPictures,,,,,,,,,,,GB, United Kingdom, US, United States of America,,,,,en,English,,,,,,,,,,,1
Spider-Man 2,200000000,783766341,35.149586,25/6/04,127,6.7,4321,Action,Adventure,Fantasy,,dualidentity,loveofone'slife,pizzaboy,marvelcomic,sequel,superhero,doctor,scientist,tentacle,death,supervillain,,,,,,,,,,,,,,,,558,PeterParker/Spider-Man,TobeyMaguire,MaryJaneWatson,HarryOsborn,JamesFranco,Dr.OttoOctavius/DoctorOctopus,MayParker,RosemaryHarris,en,There'saheroinallofus.,http://www.sonypictures.com/movies/spider-man2/,Spider-Man2,"PeterParkerisgoingthroughamajoridentitycrisis.BurnedoutfrombeingSpider-Man,hedecidestoshelvehissuperheroalterego,whichleavesthecitysufferinginthewakeofcarnageleftbytheevilDocOck.Inthemeantime,Parkerstillcan'tactonhisfeelingsforMaryJaneWatson,agirlhe'slovedsincechildhood.",,Released,ColumbiaPictures,LauraZiskinProductions,MarvelEnterprises,,,,,,,,,US, United States of America,,,,,,,en,English,ru,Russian,zh,Chinese,,,,,,,1
Iron Man 3,200000000,1215439994,77.68208,18/4/13,130,6.8,8806,Action,Adventure,ScienceFiction,,terrorist,waronterror,tennessee,malibu,marvelcomic,superhero,basedoncomicbook,tonystark,ironman,aftercreditsstinger,marvelcinematicuniverse,mandarin,3d,warmachine,ironpatriot,extremis,,,,,,,,,,,68721,TonyStark/IronMan,RobertDowneyJr.,Virginia\Pepper\Potts,ColonelJames\Rhodey\Rhodes,DonCheadle,AldrichKillian/TheMandarin,MayaHansen,RebeccaHall,en,Unleashthepowerbehindthearmor.,http://marvel.com/ironman3,IronMan3,"WhenTonyStark'sworldistornapartbyaformidableterroristcalledtheMandarin,hestartsanodysseyofrebuildingandretribution.",,Released,MarvelStudios,,,,,,,,,,,CN, China, US, United States of America,,,,,en,English,,,,,,,,,,,1
Alice in Wonderland,200000000,1025491110,78.530105,3/3/10,108,6.4,4645,Family,Fantasy,Adventure,,basedonnovel,fictionalplace,queen,fantasy,aliceinwonderland,fantasyworld,3d,,,,,,,,,,,,,,,,,,,,12155,AliceKingsleigh,MiaWasikowska,TheMadHatter,TheWhiteQueen,AnneHathaway,TheRedQueen,TheKnaveofHearts,CrispinGlover,en,You'reinvitedtoaveryimportantdate.,http://disney.go.com/wonderland/,AliceinWonderland,"Alice,anunpretentiousandindividual19-year-old,isbetrothedtoadunceofanEnglishnobleman.Atherengagementparty,sheescapesthecrowdtoconsiderwhethertogothroughwiththemarriageandfallsdownaholeinthegardenafterspottinganunusualrabbit.Arrivinginastrangeandsurrealplacecalled'Underland,'shefindsherselfinaworldthatresemblesthenightmaresshehadasachild,filledwithtalkinganimals,villainousqueensandknights,andfrumiousbandersnatches.AlicerealizesthatsheisthereforareasonäóñtoconquerthehorrificJabberwockyandrestoretherightfulqueentoherthrone.",,Released,WaltDisneyPictures,TeamTodd,TimBurtonProductions,RothFilms,"ZanuckCompany,The",,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
X-Men: The Last Stand,210000000,459359555,3.857526,24/5/06,104,6.3,3525,Adventure,Action,ScienceFiction,Thriller,mutant,marvelcomic,basedoncomicbook,superhuman,beast,cyclops,aftercreditsstinger,,,,,,,,,,,,,,,,,,,,36668,Logan/Wolverine,HughJackman,OroroMunroe/Storm,EricLehnsherr/Magneto,IanMcKellen,CharlesXavier/ProfessorX,JeanGrey/Phoenix,FamkeJanssen,en,TakeaStand,,X-Men:TheLastStand,"Whenacureisfoundtotreatmutations,linesaredrawnamongsttheX-MenandTheBrotherhood,abandofpowerfulmutantsorganizedunderXavier'sformerally,Magneto.",,Released,IngeniousFilmPartners,TwentiethCenturyFoxFilmCorporation,Donners'Company,DuneEntertainment,MajorStudioPartners,BadHatHarryProductions,thinkfilm,MarvelEnterprises,XCanadaProductions,XUSProductions,XMService,CA, Canada, GB, United Kingdom, US, United States of America,,,en,English,,,,,,,,,,,1
Monsters University,200000000,743559607,89.186492,20/6/13,104,7,3528,Animation,Family,,,monster,dormitory,games,animation,bestfriend,university,scary,aftercreditsstinger,,,,,,,,,,,,,,,,,,,62211,Michael\Mike\Wazowski(voice),BillyCrystal,JamesP.\Sulley\Sullivan(voice),RandallBoggs(voice),SteveBuscemi,DeanHardscrabble(voice),YoungMike(voice),NoahJohnston,en,Schoolneverlookedthisscary.,,MonstersUniversity,AlookattherelationshipbetweenMikeandSulleyduringtheirdaysatMonstersUniversityäóîwhentheyweren'tnecessarilythebestoffriends.,,Released,WaltDisneyPictures,PixarAnimationStudios,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Transformers: Revenge of the Fallen,150000000,836297228,21.939663,19/6/09,150,6,3138,ScienceFiction,Action,Adventure,,egypt,sun,chaos,symbol,artifact,transformers,tank,robot,imax,duringcreditsstinger,,,,,,,,,,,,,,,,,8373,SamWitwicky,ShiaLaBeouf,MikaelaBanes,CaptainLennox,JoshDuhamel,CollegeProfessor,USAFTechSergeantEpps,TyreseGibson,en,Revengeiscoming.,http://www.transformersmovie.com/,Transformers:RevengeoftheFallen,"SamWitwickyleavestheAutobotsbehindforanormallife.Butwhenhismindisfilledwithcrypticsymbols,theDecepticonstargethimandheisdraggedbackintotheTransformers'war.",,Released,ParamountPictures,DreamWorksSKG,AmblinEntertainment,DiBonaventuraPictures,PlatinumDunes,HasbroStudios,RevolutionSunStudios,,,,,US, United States of America,,,,,,,en,English,es,"Spanish, Castilian",,,,,,,,,1
Transformers: Age of Extinction,210000000,1091405097,116.840296,25/6/14,165,5.8,3095,ScienceFiction,Action,Adventure,,sequel,alien,transformers,giantrobot,robot,imax,transformingrobot,,,,,,,,,,,,,,,,,,,,91314,CadeYeager,MarkWahlberg,Joshua,HaroldAttinger,KelseyGrammer,TessaYeager,Shane,JackReynor,en,Thisisnotwar.It'sextinction.,http://www.transformersmovie.com,Transformers:AgeofExtinction,"Ashumanitypicksupthepieces,followingtheconclusionof""Transformers:DarkoftheMoon,""AutobotsandDecepticonshaveallbutvanishedfromthefaceoftheplanet.However,agroupofpowerful,ingeniousbusinessmanandscientistsattempttolearnfrompastTransformerincursionsandpushtheboundariesoftechnologybeyondwhattheycancontrol-allwhileanancient,powerfulTransformermenacesetsEarthinhiscross-hairs.",,Released,ParamountPictures,AmblinEntertainment,DiBonaventuraPictures,PlatinumDunes,ChinaMovieChannel,HasbroStudios,IanBryceProductions,RevolutionSunStudios,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Oz: The Great and Powerful,200000000,491868548,46.985445,7/3/13,130,5.7,3530,Fantasy,Adventure,Family,,circus,witch,magic,hope,illusion,lost,magictrick,wizard,3d,,,,,,,,,,,,,,,,,,68728,Oz,JamesFranco,Theodora,Evanora,RachelWeisz,Annie/Glinda,Frank/Finley,ZachBraff,en,"InOz,nothingiswhatitseems",http://www.ozthegreatandpowerfulmovie.com,Oz:TheGreatandPowerful,"OscarDiggs,asmall-timecircusillusionistandcon-artist,iswhiskedfromKansastotheLandofOzwheretheinhabitantsassumehe'sthegreatwizardofprophecy,theretosaveOzfromtheclutchesofevil.",,Released,WaltDisneyPictures,RothFilms,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
The Amazing Spider-Man 2,200000000,705717432,89.270217,16/4/14,142,6.5,4179,Action,Adventure,Fantasy,,obsession,marvelcomic,sequel,basedoncomicbook,electrocution,medicalexperiment,electricity,superpowers,,,,,,,,,,,,,,,,,,,102382,PeterParker/Spider-Man,AndrewGarfield,GwenStacy,MaxDillon/Electro,JamieFoxx,HarryOsborn/GreenGoblin,RichardParker,CampbellScott,en,Nomoresecrets.,http://www.theamazingspiderman.com,TheAmazingSpider-Man2,"ForPeterParker,lifeisbusy.BetweentakingoutthebadguysasSpider-Manandspendingtimewiththepersonheloves,GwenStacy,highschoolgraduationcannotcomequicklyenough.PeterhasnotforgottenaboutthepromisehemadetoGwenäó»sfathertoprotectherbystayingaway,butthatisapromisehecannotkeep.ThingswillchangeforPeterwhenanewvillain,Electro,emerges,anoldfriend,HarryOsborn,returns,andPeteruncoversnewcluesabouthispast.",,Released,ColumbiaPictures,MarvelEnterprises,AviAradProductions,MattTolmachProductions,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
TRON: Legacy,170000000,400062763,73.79505,10/12/10,125,6.3,2841,Adventure,Action,ScienceFiction,,artificialintelligence,secretidentity,computerprogram,dystopia,computer,deception,duel,motorcycle,neonlight,autocracy,,,,,,,,,,,,,,,,,20526,SamFlynn,GarrettHedlund,KevinFlynn/Clu,Quorra,OliviaWilde,AlanBradley/Tron,Siren,YayaDaCosta,en,TheGameHasChanged.,http://disney.go.com/tron/,TRON:Legacy,"SamFlynn,thetech-savvyanddaringsonofKevinFlynn,investigateshisfather'sdisappearanceandispulledintoTheGrid.WiththehelpofamysteriousprogramnamedQuorra,SamqueststostopevildictatorClufromcrossingintotherealworld.",,Released,WaltDisneyPictures,LivePlanet,PranaStudios,SeanBaileyProductions,RevolutionSunStudios,KontseptFilmCompany,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Cars 2,200000000,559852396,49.98659,11/6/11,106,5.8,2033,Animation,Family,Adventure,Comedy,carrace,sequel,comedy,anthropomorphism,bestfriend,duringcreditsstinger,,,,,,,,,,,,,,,,,,,,,49013,LightningMcQueen(voice),OwenWilson,Mater(voice),FinnMcMissile(voice),MichaelCaine,HolleyShiftwell(voice),FrancescoBernoulli(voice),JohnTurturro,en,Ka-ciao!,http://www.disney.go.com/cars/,Cars2,StarracecarLightningMcQueenandhispalMaterheadoverseastocompeteintheWorldGrandPrixrace.ButtheroadtothechampionshipbecomesrockyasMatergetscaughtupinanintriguingadventureofhisown:internationalespionage.,,Released,WaltDisneyPictures,PixarAnimationStudios,,,,,,,,,,US, United States of America,,,,,,,en,English,ja,Japanese,it,Italian,fr,French,,,,,1
Green Lantern,200000000,219851172,51.872839,16/6/11,114,5.1,2487,Adventure,Action,Thriller,ScienceFiction,dccomics,transformation,superhero,alien,alieninfection,magicalobject,protector,superpowers,origin,3d,,,,,,,,,,,,,,,,,44912,HalJordan/GreenLantern,RyanReynolds,CarolFerris,HectorHammond,PeterSarsgaard,SenatorHammond,Sinestro,MarkStrong,en,"Inourdarkesthour,therewillbelight.",http://greenlanternmovie.warnerbros.com/,GreenLantern,"Forcenturies,asmallbutpowerfulforceofwarriorscalledtheGreenLanternCorpshassworntokeepintergalacticorder.EachGreenLanternwearsaringthatgrantshimsuperpowers.ButwhenanewenemycalledParallaxthreatenstodestroythebalanceofpowerintheUniverse,theirfateandthefateofEarthlieinthehandsofthefirsthumaneverrecruited.",,Released,DeLinePictures,WarnerBros.,DCEntertainment,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Toy Story 3,200000000,1066969703,59.995418,16/6/10,103,7.6,4597,Animation,Family,Comedy,,hostage,college,toy,barbie,animation,escape,daycare,teddybear,duringcreditsstinger,toycomestolife,personification,inanimateobjectscomingtolife,toystory,,,,,,,,,,,,,,10193,Woody(voice),TomHanks,BuzzLightyear(voice),Lotso(voice),NedBeatty,JessietheYodelingCowgirl(voice),Ken(voice),MichaelKeaton,en,Notoygetsleftbehind.,http://disney.go.com/toystory/,ToyStory3,"Woody,Buzz,andtherestofAndy'stoyshaven'tbeenplayedwithinyears.WithAndyabouttogotocollege,thegangfindthemselvesaccidentallyleftatanefariousdaycarecenter.ThetoysmustbandtogethertoescapeandreturnhometoAndy.",,Released,WaltDisneyPictures,PixarAnimationStudios,,,,,,,,,,US, United States of America,,,,,,,en,English,es,"Spanish, Castilian",,,,,,,,,1
Terminator Salvation,200000000,371353001,71.862892,20/5/09,115,5.9,2463,Action,ScienceFiction,Thriller,,avingtheworld,artificialintelligence,prophecy,sanfrancisco,cyborg,killerrobot,gasstation,post-apocalyptic,dystopia,army,firearm,wartime,losangeles,,,,,,,,,,,,,,534,JohnConnor,ChristianBale,MarcusWright,KyleReese,AntonYelchin,BlairWilliams,KateConnor,BryceDallasHoward,en,TheEndBegins.,https://www.warnerbros.com/terminator-salvation,TerminatorSalvation,"Allgrownupinpost-apocalyptic2018,JohnConnormustleadtheresistanceofhumansagainsttheincreasinglydominatingmilitaristicrobots.ButwhenMarcusWrightappears,hisexistenceconfusesthemissionasConnortriestodeterminewhetherWrighthascomefromthefutureorthepast--andwhetherhe'sfriendorfoe.",,Released,ColumbiaPictures,TheHalcyonCompany,WonderlandSoundandVision,WarnerBros.,,,,,,,,DE, Germany, IT, Italy, GB, United Kingdom, US, United States of America,en,English,it,Italian,,,,,,,,,1
Furious 7,190000000,1506249360,102.322217,1/4/15,137,7.3,4176,Action,,,,carrace,speed,revenge,suspense,car,race,musclecar,,,,,,,,,,,,,,,,,,,,168259,DominicToretto,VinDiesel,BrianO'Conner,Hobbs,DwayneJohnson,Letty,Roman,TyreseGibson,en,VengeanceHitsHome,http://www.furious7.com/,Furious7,DeckardShawseeksrevengeagainstDominicTorettoandhisfamilyforhiscomatosebrother.,,Released,UniversalPictures,OriginalFilm,FujiTelevisionNetwork,Dentsu,OneRaceFilms,ChinaFilmCo.,Qu\uebecProductionServicesTaxCredit,MediaRightsCapital(MRC),AbuDhabiFilmCommission,"ColoradoOfficeofFilm,Television&Media",,JP, Japan, US, United States of America,,,,,en,English,,,,,,,,,,,1
World War Z,200000000,531865000,81.834855,20/6/13,116,6.7,5560,Action,Drama,Horror,ScienceFiction,dystopia,apocalypse,zombie,nuclearweapons,multipleperspectives,zombieapocalypse,,,,,,,,,,,,,,,,,,,,,72190,GerryLane,BradPitt,KarenLane,RachelLane,AbigailHargrove,ConstanceLane,CaptainSpeke,JamesBadgeDale,en,RememberPhilly!,http://www.worldwarzmovie.com,WorldWarZ,"LifeforformerUnitedNationsinvestigatorGerryLaneandhisfamilyseemscontent.Suddenly,theworldisplaguedbyamysteriousinfectionturningwholehumanpopulationsintorampagingmindlesszombies.Afterbarelyescapingthechaos,Laneispersuadedtogoonamissiontoinvestigatethisdisease.WhatfollowsisaperiloustrekaroundtheworldwhereLanemustbravehorrificdangersandlongoddstofindanswersbeforehumancivilizationfalls.",,Released,ParamountPictures,GKFilms,SkydanceProductions,HemisphereMediaCapital,ApparatusProductions,LatinaPictures,DUX\ub,,,,,US, United States of America, MT, Malta,,,,,en,English,,,,,,,,,,,1
X-Men: Days of Future Past,250000000,747862775,118.078691,15/5/14,131,7.5,6032,Action,Adventure,Fantasy,ScienceFiction,1970s,mutant,timetravel,marvelcomic,basedoncomicbook,superhuman,storm,beast,aftercreditsstinger,changingthepastorfuture,,,,,,,,,,,,,,,,,127585,Logan/Wolverine,HughJackman,CharlesXavier/ProfessorX(Young),ErikLehnsherr/Magneto(Young),MichaelFassbender,RavenDarkholme/Mystique,OroroMunroe/Storm,HalleBerry,en,"Tosavethefuture,theymustalterthepast",http://www.x-menmovies.com/,X-Men:DaysofFuturePast,TheultimateX-Menensemblefightsawarforthesurvivalofthespeciesacrosstwotimeperiodsastheyjoinforceswiththeiryoungerselvesinanepicbattlethatmustchangethepastäóñtosaveourfuture.,,Released,TwentiethCenturyFoxFilmCorporation,Donners'Company,MarvelEntertainment,BadHatHarryProductions,TSGEntertainment,DownProductions,RevolutionSunStudios,,,,,GB, United Kingdom, US, United States of America,,,,,en,English,,,,,,,,,,,1
Star Trek Into Darkness,190000000,467365246,78.291018,5/5/13,132,7.4,4418,Action,Adventure,ScienceFiction,,spacecraft,friendship,sequel,futuristic,space,alien,imax,spaceopera,terroristbombing,3d,,,,,,,,,,,,,,,,,54138,JamesT.Kirk,ChrisPine,Spock,NyotaUhura,ZoeSaldana,Dr.Leonard'Bones'McCoy,Montgomery'Scotty'Scott,SimonPegg,en,EarthWillFall,,StarTrekIntoDarkness,"WhenthecrewoftheEnterpriseiscalledbackhome,theyfindanunstoppableforceofterrorfromwithintheirownorganizationhasdetonatedthefleetandeverythingitstandsfor,leavingourworldinastateofcrisis.Withapersonalscoretosettle,CaptainKirkleadsamanhunttoawar-zoneworldtocaptureaonemanweaponofmassdestruction.Asourheroesarepropelledintoanepicchessgameoflifeanddeath,lovewillbechallenged,friendshipswillbetornapart,andsacrificesmustbemadefortheonlyfamilyKirkhasleft:hiscrew.",,Released,ParamountPictures,SkydanceProductions,BadRobot,Kurtzman/Orci,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Jack the Giant Slayer,195000000,197687603,43.349855,27/2/13,114,5.5,2598,Action,Family,Fantasy,,basedonfairytale,giant,,,,,,,,,,,,,,,,,,,,,,,,,81005,Jack,NicholasHoult,PrincessIsabelle,Elmont,EwanMcGregor,Roderick,KingBrahmwell,IanMcShane,en,Prepareforagiantadventure,http://jackthegiantkiller.warnerbros.com,JacktheGiantSlayer,"Thestoryofanancientwarthatisreignitedwhenayoungfarmhandunwittinglyopensagatewaybetweenourworldandafearsomeraceofgiants.UnleashedontheEarthforthefirsttimeincenturies,thegiantsstrivetoreclaimthelandtheyoncelost,forcingtheyoungman,Jackintothebattleofhislifetostopthem.Fightingforakingdom,itspeople,andtheloveofabraveprincess,hecomesfacetofacewiththeunstoppablewarriorshethoughtonlyexistedinlegendäóñandgetsthechancetobecomealegendhimself.",,Released,NewLineCinema,OriginalFilm,LegendaryPictures,WarnerBros.,BigKidPictures,BadHatHarryProductions,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
The Great Gatsby,105000000,351040419,61.196071,10/5/13,143,7.3,3769,Drama,Romance,,,basedonnovel,infidelity,obsession,hope,3d,,,,,,,,,,,,,,,,,,,,,,64682,JayGatsby,LeonardoDiCaprio,NickCarraway,DaisyBuchanan,CareyMulligan,TomBuchanan,JordanBaker,ElizabethDebicki,en,Reservingjudgmentsisamatterofinfinitehope...Icometotheadmissionthatithasalimit.,,TheGreatGatsby,"AnadaptationofF.ScottFitzgerald'sLongIsland-setnovel,whereMidwesternerNickCarrawayisluredintothelavishworldofhisneighbor,JayGatsby.Soonenough,however,CarrawaywillseethroughthecracksofGatsby'snouveauricheexistence,whereobsession,madness,andtragedyawait.",,Released,VillageRoadshowPictures,BazmarkFilms,WarnerBros.,A&ETelevisionNetworks,RedWagonEntertainment,SpectrumFilms,,,,,,US, United States of America, AU, Australia,,,,,en,English,,,,,,,,,,,1
